event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-01 03:34:22 UTC,view,1307351,2.05301E+18,computers.notebook,acer,437.33,543683497,dd5a8476-9471-49fc-9abd-90d3e15edf99
2019-11-01 11:59:44 UTC,view,1003317,2.05301E+18,electronics.smartphone,apple,928.18,512511358,4eb92b7e-8b45-453c-85bd-30ff6cbc9c06
2019-11-01 07:04:07 UTC,view,2701646,2.05301E+18,appliances.kitchen.refrigerators,indesit,268.46,547551284,9bde6b21-0a76-481a-9882-45f4e29dea07
2019-11-01 05:59:24 UTC,view,9300078,2.05301E+18,,lg,257.38,555682200,fcf7bc00-cc8d-4123-935a-fbfcc3ba8fc8
2019-11-01 11:25:41 UTC,view,17800248,2.05301E+18,computers.desktop,zeta,118.01,514588563,f29a6710-035e-48fb-8148-a83c4aee2d3f
2019-11-01 15:44:14 UTC,view,1307226,2.05301E+18,computers.notebook,hp,463.07,558513701,c19d8ecb-6eb3-4645-8ed6-1c8a6f6524be
2019-11-01 12:43:33 UTC,view,5700451,2.05301E+18,auto.accessories.player,pioneer,172.46,557565176,0fd989ae-693e-4f15-9e74-480ce2f78e22
2019-11-01 15:41:35 UTC,view,8800721,2.05301E+18,electronics.telephone,jinga,11.14,541036379,71927428-5098-4366-b1f4-aabf60e15073
2019-11-01 06:13:26 UTC,view,1004767,2.05301E+18,electronics.smartphone,samsung,242.48,565247099,85070d6b-bfb1-47b8-946b-db57a56f1bd9
2019-11-01 08:56:34 UTC,view,1802104,2.05301E+18,electronics.video.tv,arg,347.49,557068770,6ec2ca65-2e9b-4c99-93bb-f50802e69261
2019-11-01 14:53:09 UTC,view,14700018,2.05301E+18,furniture.living_room.cabinet,brw,592.04,547389638,0d06bed6-8e90-40ce-b508-70a172c171bc
2019-11-01 15:37:59 UTC,view,4804295,2.05301E+18,electronics.audio.headphone,xiaomi,22.77,518459489,9a3a6398-22a9-4e17-a8a1-80ec07671a1c
2019-11-01 09:07:51 UTC,view,30000054,2.12743E+18,construction.tools.welding,,100.36,513045380,98790bc5-555b-46ce-a56e-607c53a70948
2019-11-01 08:37:35 UTC,view,1004838,2.05301E+18,electronics.smartphone,oppo,178.87,513659477,221188c5-f994-4d88-b8bd-dbf31e26f5e5
2019-11-01 09:38:30 UTC,view,17200728,2.05301E+18,furniture.living_room.sofa,rals,774.44,513425248,21cda1af-7d30-4399-bed9-b3ea9bf697f8
2019-11-01 07:07:16 UTC,view,12400131,2.05301E+18,construction.tools.drill,bosch,140.14,512536820,f11837d8-bf89-43fa-8037-54c9eb6fe3f8
2019-11-01 15:52:48 UTC,view,28715827,2.11691E+18,apparel.shoes,,62.81,512512156,732dae39-fb8b-40c7-9b40-05f5a72efa53
2019-11-01 08:59:19 UTC,view,14701435,2.05301E+18,furniture.living_room.cabinet,,205.9,565751577,7e9cd5e8-5182-45d7-bee3-78b9630c17bd
2019-11-01 07:40:48 UTC,view,1201231,2.17237E+18,electronics.tablet,huawei,102.4,536317374,136f8efd-146c-4107-aced-4057b663bc18
2019-11-01 12:24:00 UTC,view,37900088,2.15217E+18,,merelani,142.09,542478276,10156204-18ed-43b2-b044-4fd48461c76d
2019-11-01 13:17:31 UTC,view,1004781,2.05301E+18,electronics.smartphone,huawei,254.65,516789120,6ba6ed33-f3c3-48d0-878b-5faff0d17682
2019-11-01 13:50:11 UTC,view,1004833,2.05301E+18,electronics.smartphone,samsung,172.22,566472211,d7757276-3aad-4973-9e83-4d466bf2486d
2019-11-01 06:19:09 UTC,view,3300488,2.05301E+18,,redmond,130.34,518503026,d2ed1c4e-eaaa-4913-947a-49ba78d22647
2019-11-01 07:15:53 UTC,view,12701967,2.05301E+18,,cordiant,32.18,560108566,ebe0438f-3997-458c-9b98-6d53d442f042
2019-11-01 12:56:22 UTC,view,1004655,2.05301E+18,electronics.smartphone,samsung,745.71,514434857,435e45c8-3cf3-4a3e-9f0a-e6cd57d1056e
2019-11-01 07:27:50 UTC,view,16100029,2.05301E+18,,rondell,76.96,553044963,751aecd1-f0ff-4578-b201-df6b0789ba03
2019-11-01 05:42:38 UTC,view,18001325,2.05301E+18,,samsung,15.42,560521418,5cd8471c-f44c-4923-9610-42c89b941f33
2019-11-01 09:33:15 UTC,cart,1004833,2.05301E+18,electronics.smartphone,samsung,172.23,514373780,8ac62527-6f31-457b-9d96-c2e75536f9e6
2019-11-01 12:48:58 UTC,view,15100009,2.05301E+18,,,321.73,521517806,4c652daf-b944-4568-b7b7-63aafd299873
2019-11-01 15:48:59 UTC,view,1401566,2.05301E+18,computers.desktop,avalon,642.74,529912901,95ba75a0-4091-489f-840a-80c0ef325a51
2019-11-01 13:11:05 UTC,view,28717360,2.05301E+18,apparel.shoes,respect,59.2,547142696,7a2bc015-a75b-4fae-aeaa-239c1ff822b9
2019-11-01 07:07:59 UTC,view,6800421,2.05301E+18,computers.components.hdd,transcend,29.34,515531530,e16f0f2b-5cb3-46b6-8eaf-03dc6fb1d33a
2019-11-01 14:38:25 UTC,view,10800025,2.05301E+18,,redmond,54,548769878,9563b3dd-0011-486e-82c1-015d301c70a0
2019-11-01 12:44:12 UTC,view,28718998,2.05301E+18,apparel.shoes,baden,84.43,518816022,e76d647f-8667-4176-96a7-bae7772814a2
2019-11-01 06:24:28 UTC,view,1004659,2.05301E+18,electronics.smartphone,samsung,717.26,492084270,079c2839-373f-4069-9d71-2c7778379ee2
2019-11-01 11:22:27 UTC,view,16800231,2.05301E+18,furniture.kitchen.table,,51.22,529491208,34667bcd-91b1-4308-92e8-0ad3121723db
2019-11-01 05:45:36 UTC,view,12703368,2.05301E+18,,cordiant,76.19,519956494,aa222b42-e221-4498-8e3f-24975228d8bc
2019-11-01 11:15:32 UTC,view,1801739,2.05301E+18,electronics.video.tv,samsung,274.4,518283469,07de40fa-84d8-494d-b978-e0fff878a44b
2019-11-01 10:38:45 UTC,view,13101315,2.05301E+18,,ats,592.43,556029467,b5c46844-9259-47f7-8c14-9abb17b3e716
2019-11-01 06:55:45 UTC,view,17800248,2.05301E+18,computers.desktop,zeta,118.01,513768244,038821d3-f610-4931-b0d8-ea00cc12e922
2019-11-01 00:21:03 UTC,view,3700926,2.05301E+18,appliances.environment.vacuum,samsung,64.02,522031876,39d48518-9fca-4df3-9724-950cd6ec44eb
2019-11-01 15:08:52 UTC,view,1004930,2.05301E+18,electronics.smartphone,apple,849.19,522602663,f55f0736-cf7e-4ef2-b206-7f28e6ac0e08
2019-11-01 07:16:49 UTC,view,1004870,2.05301E+18,electronics.smartphone,samsung,272.83,561880395,2234d4da-285e-48d9-bdc3-6bb19bd8ba32
2019-11-01 11:19:07 UTC,view,14700140,2.05301E+18,furniture.living_room.cabinet,brw,321.5,515532437,e54ed194-41db-4f30-8823-9720749d4421
2019-11-01 05:57:20 UTC,view,2240031,2.05301E+18,electronics.audio.microphone,beyerdynamic,402.1,514044734,b123e578-e360-48fc-aa9a-0b1204a15711
2019-11-01 04:34:19 UTC,view,1005100,2.05301E+18,electronics.smartphone,samsung,139.68,537031011,6dfd6659-792b-460c-95da-7f79117a444c
2019-11-01 07:32:01 UTC,view,12707342,2.05301E+18,,toyo,102.96,514097309,cb9bb45e-2814-53a8-b789-4bbc65a62cc4
2019-11-01 10:17:48 UTC,view,10600551,2.05301E+18,,matrol,209.01,513957730,7401ca77-20de-428a-9eb6-0976661c5e8d
2019-11-01 04:04:30 UTC,view,44400003,2.14666E+18,apparel.jeans,,46.08,541201468,b3f57f50-7c66-4b68-a374-d8a0d59d7680
2019-11-01 08:43:11 UTC,view,2800385,2.05301E+18,appliances.kitchen.refrigerators,,324.15,566373094,3c6c1fc9-a4a8-4883-b190-8c15781aa270
2019-11-01 12:07:44 UTC,view,2800403,2.05301E+18,appliances.kitchen.refrigerators,,257.38,530510070,73e3d653-06b9-4b65-80cf-8bc0a464dd28
2019-11-01 14:01:42 UTC,view,44100028,2.10007E+18,,fivestars,21.88,565446457,f8b2449e-0389-4a50-afc6-72c79a317e8b
2019-11-01 09:42:25 UTC,purchase,28704344,2.05301E+18,apparel.shoes.keds,,228.83,563512526,d9dff079-caf6-4ece-926f-f56dc56e1841
2019-11-01 05:02:06 UTC,view,12712536,2.05301E+18,,hankook,136.17,542733145,a899f92f-ee4e-4231-ae27-5f98ecea376f
2019-11-01 06:36:42 UTC,view,15500132,2.05301E+18,,ortega,139,552156012,5dde338f-b407-4dc2-bdf4-2bd4a7776931
2019-11-01 06:15:04 UTC,view,5100853,2.05301E+18,electronics.clocks,apple,529.62,516079266,4cf1d28f-762e-4512-595b-b0738161c673
2019-11-01 14:26:15 UTC,view,1306646,2.05301E+18,computers.notebook,acer,565.78,528110905,91dac7ac-b9d8-4899-8109-33cc68fde5e3
2019-11-01 12:48:52 UTC,view,16200476,2.05301E+18,kids.fmcg.diapers,huggies,12.36,534757901,f58a99a8-f548-426d-9f83-4efaa7c84ffd
2019-11-01 10:44:05 UTC,view,21400339,2.05301E+18,electronics.clocks,,119.69,535744914,0e26daf6-d1e9-40be-b7d0-d671f210ce26
2019-11-01 08:05:27 UTC,view,5100496,2.05301E+18,electronics.clocks,suunto,504.26,516973934,fb9d20fa-766a-4658-84f3-ab818de0937f
2019-11-01 03:56:13 UTC,view,1005015,2.05301E+18,electronics.smartphone,samsung,548.95,536909118,f723b6c0-f58e-4357-97f8-a3c5551f87e9
2019-11-01 12:18:56 UTC,view,12300396,2.05301E+18,construction.tools.drill,,51.46,562894296,9b4a4c19-79e5-4750-a618-eb002531d2b3
2019-11-01 00:05:27 UTC,view,1306650,2.05301E+18,computers.notebook,acer,437.57,513680153,031b1162-d808-4560-a4bb-5b746ed44a4d
2019-11-01 07:42:21 UTC,view,23200169,2.05301E+18,,acuvue,23.17,512813437,a396eae2-5c56-40cf-a308-0d26d30b20f9
2019-11-01 07:37:28 UTC,view,6500945,2.05301E+18,computers.components.motherboard,gigabyte,60.23,542601681,77f926c0-9a0b-42dd-9e61-85612ceb7fa9
2019-11-01 07:22:30 UTC,view,28719056,2.05301E+18,apparel.shoes,baden,71.82,517770575,b56801a6-fb24-4b1f-b591-6e91ffc5e830
2019-11-01 15:22:57 UTC,view,21406300,2.05301E+18,electronics.clocks,,133.34,535571710,feef5605-5fae-4892-91f3-683a563deabb
2019-11-01 14:42:38 UTC,view,1005160,2.05301E+18,electronics.smartphone,xiaomi,211.32,541328832,7d475d7a-dc76-4448-acb1-cbd4d26620a7
2019-11-01 14:01:27 UTC,view,1002629,2.05301E+18,electronics.smartphone,apple,358.31,549357862,1377749e-50c3-4378-9b2e-307fc695bbb5
2019-11-01 14:19:56 UTC,view,1005100,2.05301E+18,electronics.smartphone,samsung,139.63,543992405,670925ed-bf68-45d0-9189-a70e9a678fd8
2019-11-01 10:02:03 UTC,view,5100566,2.05301E+18,electronics.clocks,apple,453.16,554013746,7d3c8bb1-00a4-414d-a5d9-317ce13681a2
2019-11-01 11:35:34 UTC,view,3601335,2.05301E+18,appliances.kitchen.washer,candy,264.87,523970561,4d28dcb1-9c06-4a75-a902-518bcdd9222e
2019-11-01 06:43:47 UTC,view,5600355,2.05301E+18,,philips,25.71,563199260,fc967240-27f0-47f5-89e6-9016db421161
2019-11-01 05:51:02 UTC,view,1004322,2.05301E+18,electronics.smartphone,huawei,334.37,565401919,63c6dbd2-c26d-4ca2-8e9f-8e5c952acbc4
2019-11-01 11:06:57 UTC,view,3701134,2.05301E+18,appliances.environment.vacuum,bosch,105.51,529802620,1562df1e-f688-4026-8eba-6276b111383c
2019-11-01 09:00:29 UTC,view,5701208,2.05301E+18,auto.accessories.player,pioneer,166.03,542421744,6febe29d-cb83-4287-918d-3ecb79a93f9c
2019-11-01 14:32:11 UTC,view,1004226,2.05301E+18,electronics.smartphone,apple,990.76,564095230,7f8f4bcf-25aa-416f-a62e-d809bbcf2cc7
2019-11-01 07:26:06 UTC,view,3700986,2.05301E+18,appliances.environment.vacuum,samsung,102.71,521392612,7009a3aa-cd68-4db8-93c5-293aee927dbe
2019-11-01 04:26:49 UTC,view,26025360,2.05301E+18,,,3.06,516214147,cdba3269-b261-4ef2-bb06-1ab9fa491904
2019-11-01 06:49:24 UTC,view,1005253,2.05301E+18,electronics.smartphone,xiaomi,308.42,514607839,c84f79a3-670d-4eb9-811f-fe2fa834a2ef
2019-11-01 12:47:45 UTC,view,1004026,2.05301E+18,electronics.smartphone,xiaomi,140.82,566090230,ab7bf7c7-1138-4c71-9733-12878ba066e1
2019-11-01 10:23:03 UTC,view,5000088,2.05301E+18,appliances.sewing_machine,janome,293.64,522217615,b38e7d81-f01f-4df6-b492-7796aca13413
2019-11-01 15:48:06 UTC,view,22700324,2.05301E+18,,bosch,20.77,526669627,8238f608-feb0-40ed-a028-9a82bdad7d6b
2019-11-01 15:25:42 UTC,view,4804581,2.05301E+18,electronics.audio.headphone,xiaomi,35.75,566358518,bab29919-a311-44f8-a310-dc080db10f32
2019-11-01 09:11:35 UTC,view,6000004,2.05301E+18,auto.accessories.alarm,starline,139.77,548845720,0dad41f3-fa0f-44f2-a920-39e1e627619c
2019-11-01 05:26:46 UTC,view,1307073,2.05301E+18,computers.notebook,acer,682.09,512536049,7a64e993-855a-4b2b-b36f-10abac9c42be
2019-11-01 14:44:43 UTC,view,15100008,2.05301E+18,,bts,488.79,566487690,f0f10d4e-05b6-4990-9d92-d5161917f7cf
2019-11-01 04:55:03 UTC,view,1005072,2.05301E+18,electronics.smartphone,samsung,990.24,512919868,7bfad45e-c171-4c02-bb48-7cdc01fa5e81
2019-11-01 09:05:31 UTC,view,21407414,2.05301E+18,electronics.clocks,tissot,180.18,539585530,e6d2aed7-d07f-48af-867a-8741e2b24f1b
2019-11-01 05:46:37 UTC,view,15700194,2.05301E+18,,imperial,167.55,536184050,4b84824a-0380-4b88-9dd3-0b9363dbd0e6
2019-11-01 14:54:11 UTC,view,1500258,2.05301E+18,computers.peripherals.printer,epson,244.28,550168966,d6ac4941-8c26-4ec6-9abd-978d0c91a570
2019-11-01 03:09:41 UTC,view,1004496,2.05301E+18,electronics.smartphone,meizu,69.24,563959495,14aef548-e12c-4ea8-9b9f-e8a8e9088c23
2019-11-01 08:31:41 UTC,view,12709558,2.05301E+18,,,30.76,533325193,d6408973-7195-4e0c-8f0e-ae2a9189e663
2019-11-01 11:55:42 UTC,view,3600231,2.05301E+18,appliances.kitchen.washer,midea,102.42,557466201,9af36b7a-f6a6-4430-aa6d-4c95c0add66c
2019-11-01 05:29:19 UTC,view,11200451,2.05301E+18,appliances.personal.scales,huawei,30.34,517972485,c64c8718-4a9d-4f4e-9ac3-1bcdd5e68cbe
2019-11-01 15:17:40 UTC,view,26202823,2.05301E+18,,efremov,88.03,533531327,0fbfa5f0-1e1f-44f4-821c-6264c9a1d335
2019-11-01 03:33:49 UTC,view,1004566,2.05301E+18,electronics.smartphone,huawei,164.84,566305849,1b71bb83-35e7-41e7-9010-52f96fa78190
2019-11-01 08:47:03 UTC,view,42000008,2.10231E+18,,pt-group,231.67,514590589,2d90c1e4-0230-4ace-9a32-e2ee77a941e6
2019-11-01 15:58:17 UTC,view,12300401,2.05301E+18,construction.tools.drill,,34.4,515755817,c1a7677f-6804-4c69-8281-ab8f847a9f0e
2019-11-01 14:46:38 UTC,view,48400006,2.11915E+18,,,69.47,519504110,9bdbd445-6a7f-4818-9c8b-1f814c54df4e
2019-11-01 05:42:19 UTC,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.57,529306305,5737bc21-8c53-49be-8bfc-13a960fa00ff
2019-11-01 03:39:16 UTC,view,11300052,2.05301E+18,electronics.telephone,texet,17.74,531977342,b6046f1b-0d50-4888-879b-631929cf09cd
2019-11-01 06:43:20 UTC,view,29501908,2.05301E+18,,,57.92,536950505,be9e7640-d660-4498-9408-a658f9e58dc3
2019-11-01 14:28:08 UTC,view,1004870,2.05301E+18,electronics.smartphone,samsung,272.29,559544163,535b85cc-d26f-47f5-808b-4486beac9282
2019-11-01 14:51:20 UTC,view,26300735,2.05301E+18,,,153.67,530407482,dde765cf-ff76-4e59-9e93-cf04ca76ebb3
2019-11-01 02:42:46 UTC,view,1004342,2.05301E+18,electronics.smartphone,meizu,118.15,540189264,b513b5ef-e1e1-4416-8406-67bd846d7c5f
2019-11-01 06:09:05 UTC,view,4802856,2.05301E+18,electronics.audio.headphone,jbl,40.93,512759783,bb908104-6039-4135-8c8e-9a351081a516
2019-11-01 09:34:30 UTC,view,28717081,2.05301E+18,apparel.shoes.keds,puma,100.13,513054224,0118f767-4a23-467a-b761-beb9d29aa818
2019-11-01 09:32:47 UTC,view,1004741,2.05301E+18,electronics.smartphone,xiaomi,189.97,548107839,fa1b8fc2-6737-40dc-bc0f-cb4b3dd816f5
2019-11-01 08:22:31 UTC,view,1004946,2.05301E+18,electronics.smartphone,oneplus,735.46,512503789,99db5990-de35-471c-a5a6-80ca4f24efd3
2019-11-01 07:05:33 UTC,view,1004428,2.05301E+18,electronics.smartphone,huawei,785.09,564129868,efa529a7-1a93-4d5d-8ecb-97ae88cfd91e
2019-11-01 09:26:02 UTC,view,26403732,2.05301E+18,,lucente,55.86,512712905,49e7dd34-8a41-4e4c-8b8d-7fe5a0a1d1f1
2019-11-01 11:03:00 UTC,view,14700101,2.05301E+18,furniture.living_room.cabinet,sv,360.34,555229061,36ca724f-279c-481d-a0a6-cd18dec4b9d5
2019-11-01 03:35:10 UTC,view,29502746,2.07446E+18,,muscletech,45.05,550542697,58535d63-ecc6-4520-a275-2005cc068b2a
2019-11-01 08:25:07 UTC,view,36600101,2.07075E+18,,imperial,100.36,512391925,72407a55-7d34-4a39-af6b-761e9eec707d
2019-11-01 10:22:05 UTC,view,3801134,2.05301E+18,appliances.iron,elenberg,16.47,513792914,837625c0-9779-4384-a0eb-a82a90028e1f
2019-11-01 15:49:22 UTC,view,1801909,2.05301E+18,electronics.video.tv,samsung,771.96,526552945,e0a98476-eacf-4535-8888-e9ee43f7df34
2019-11-01 02:40:33 UTC,view,5100328,2.05301E+18,electronics.clocks,xiaomi,117.35,513296244,ef7f302a-3897-467e-a904-c2213a8f17b8
2019-11-01 14:38:44 UTC,view,14400031,2.05301E+18,,xiaomi,16.73,512895023,b5b1d533-8d84-41ab-b6ad-58f02185ee23
2019-11-01 07:59:14 UTC,purchase,1004833,2.05301E+18,electronics.smartphone,samsung,172.23,553864849,0cb35ebf-31f8-473a-9b2a-e0290a74ad1c
2019-11-01 04:30:57 UTC,view,1005178,2.05301E+18,electronics.smartphone,samsung,900.64,513582285,9d0b7d71-6e28-4820-a7ae-099a9588b5eb
2019-11-01 08:58:39 UTC,view,1005115,2.05301E+18,electronics.smartphone,apple,947,552074397,8cc179a7-4289-407d-85ca-9f1dd1b75673
2019-11-01 11:56:21 UTC,view,12400002,2.05301E+18,construction.tools.drill,bosch,85.94,533305877,f2a6d483-30bd-4b11-9a6a-e9d5303e193b
2019-11-01 02:14:11 UTC,view,1005115,2.05301E+18,electronics.smartphone,apple,949.47,564549977,2c1a11eb-6904-4231-92e7-bdc334f4825f
2019-11-01 14:30:54 UTC,view,12700928,2.05301E+18,,nokian,47.92,535910273,4c7facfd-95c2-4510-a971-46fb367c2637
2019-11-01 14:47:53 UTC,view,13400479,2.05301E+18,,,216.97,527991063,75faf291-f9ab-4e5d-bc62-64a98fae3623
2019-11-01 11:12:29 UTC,view,4802401,2.05301E+18,electronics.audio.headphone,samsung,43.88,565809656,99e92f4d-c326-455a-843d-18af98e58752
2019-11-01 08:43:34 UTC,view,26400511,2.05301E+18,,,277.48,540995359,7e7fec1b-9b22-4630-967e-6c7d0bb4377e
2019-11-01 10:39:48 UTC,view,1004741,2.05301E+18,electronics.smartphone,xiaomi,189.97,524665319,d65a43ec-e818-4356-a3b1-45b5e6c05e24
2019-11-01 14:02:44 UTC,view,1004749,2.05301E+18,electronics.smartphone,samsung,193.02,513467150,c7d9209a-b198-46af-994d-8d1ca82d04fd
2019-11-01 08:39:44 UTC,view,6701061,2.05301E+18,computers.components.videocards,asus,604.65,515236580,ebda30bc-74e8-4b57-9aa9-3d772f7922e1
2019-11-01 11:39:11 UTC,view,1003306,2.05301E+18,electronics.smartphone,apple,577.31,566437670,85604ec2-983b-4a8b-8728-7b4310f36a55
2019-11-01 12:33:59 UTC,view,18300992,2.05301E+18,accessories.bag,apple,30.07,512562482,cac13767-7a06-4d01-b052-e53d5813f39d
2019-11-01 13:23:25 UTC,view,15700011,2.05301E+18,,sv,231.41,506082037,f4798497-38d6-4a34-993d-844c710df189
2019-11-01 08:05:22 UTC,view,6200724,2.05301E+18,appliances.environment.air_heater,oasis,22.11,512692357,31386c18-f5bd-44f4-8753-63a250e8b165
2019-11-01 09:33:41 UTC,view,1005135,2.05301E+18,electronics.smartphone,apple,1663.36,513780501,cea3b4e1-a1de-490d-b36e-ff857d2688c5
2019-11-01 04:36:38 UTC,view,14700583,2.05301E+18,furniture.living_room.cabinet,,236.53,519273438,489c4552-febd-4d19-bda2-887193c9bedb
2019-11-01 10:18:24 UTC,cart,1005101,2.05301E+18,electronics.smartphone,xiaomi,431.4,555839855,01c508a9-8b26-4cc5-b501-058bf83c3335
2019-11-01 10:29:46 UTC,view,1307486,2.05301E+18,computers.notebook,xiaomi,630.39,518029937,4ae49e42-937f-41f9-af0f-03a0c7f75d8e
2019-11-01 15:54:29 UTC,view,2701217,2.05301E+18,appliances.kitchen.refrigerators,smeg,1857.18,512746364,6e0c597a-383c-4a15-b752-1068fdb97cc5
2019-11-01 05:58:34 UTC,view,5100503,2.05301E+18,,xiaomi,22.68,521106524,e6af733b-de18-4f60-9011-c96300de0d30
2019-11-01 04:08:37 UTC,view,2701876,2.05301E+18,appliances.kitchen.refrigerators,beko,349.97,514850592,88982950-ec03-4f36-9203-a87222f858c2
2019-11-01 06:41:19 UTC,view,1004856,2.05301E+18,electronics.smartphone,samsung,128.42,565766969,c0f85b93-105d-4a6d-b7ad-877aa4a7b3cf
2019-11-01 04:42:40 UTC,view,1005115,2.05301E+18,electronics.smartphone,apple,949.47,513404196,42f9234c-8ae2-48ec-ab8b-dc43f20725e2
2019-11-01 11:51:17 UTC,view,1004767,2.05301E+18,electronics.smartphone,samsung,242.18,535270410,609ccdf7-699a-4904-ab51-2af24d2205b1
2019-11-01 13:23:19 UTC,view,4804056,2.05301E+18,electronics.audio.headphone,apple,160.06,514148540,382ee874-da8a-4b14-917d-6187d0118eb4
2019-11-01 10:04:07 UTC,view,12500040,2.05301E+18,,bosch,107,558126279,b293b2d0-2a35-417f-a6dc-ca223d8c6f56
2019-11-01 07:40:51 UTC,view,12000021,2.05301E+18,,caramelia,25.71,514496725,f893e77e-7fdb-459a-bcc2-c84d0836572d
2019-11-01 06:27:51 UTC,view,1005115,2.05301E+18,electronics.smartphone,apple,947,522150160,bcb29dfd-cec5-466d-bfee-4c24591bfc2d
2019-11-01 15:33:13 UTC,view,1307401,2.05301E+18,computers.notebook,asus,298.72,550806242,c6f41491-af97-4431-a5e3-e8af9867a5ad
2019-11-01 15:09:38 UTC,cart,1004887,2.05301E+18,electronics.smartphone,oppo,128.63,566479181,65c28641-de86-4c2c-8b6b-1426fbf9a26b
2019-11-01 12:33:14 UTC,view,26500123,2.05301E+18,,lucente,137.2,512837166,87d3e70e-55dc-4380-9318-62e3b56332fe
2019-11-01 12:17:38 UTC,view,38900017,2.08572E+18,,,74.65,515006344,5107c102-3932-436b-acbb-907e044b70fb
2019-11-01 09:29:48 UTC,view,3600990,2.05301E+18,appliances.kitchen.washer,indesit,208.32,557297289,7669ace5-5087-4876-b7a1-3ad71c2f7852
2019-11-01 01:47:25 UTC,view,1005159,2.05301E+18,electronics.smartphone,xiaomi,212.1,518843420,d76c6523-79c3-4ff4-8dec-32d37b8ec02d
2019-11-01 11:54:17 UTC,view,1005160,2.05301E+18,electronics.smartphone,xiaomi,212.02,542713545,2848cd45-240c-47c1-b32c-b363c11d1501
2019-11-01 10:06:06 UTC,view,1005118,2.05301E+18,electronics.smartphone,apple,976.3,512805588,5bc8f41b-c4be-4fe2-b7d3-205dd980518e
2019-11-01 15:49:45 UTC,view,1004759,2.05301E+18,electronics.smartphone,doogee,94.96,565631602,5a0296ad-3372-4ac8-a2f2-f53b5c8b2b42
2019-11-01 13:49:14 UTC,view,5800560,2.05301E+18,electronics.audio.subwoofer,pride,126.12,522048290,89971f0e-52ec-4e8e-be12-7834e296800d
2019-11-01 07:13:50 UTC,view,3601437,2.05301E+18,appliances.kitchen.washer,lg,394.3,517135712,caad1645-f506-463e-9f35-07e9eb136c4a
2019-11-01 14:17:16 UTC,view,22700842,2.05301E+18,,,65.9,548837064,ca3d4bc2-64eb-496d-bca7-ed20667bb4e8
2019-11-01 10:19:21 UTC,view,3600026,2.05301E+18,appliances.kitchen.washer,indesit,185.95,514423417,0088b10f-8d3a-7215-2534-b3008ff3f496
